image,label,width,height,center_x,center_y
dfs.jpg,DFSP,640,480,338,284
dfsp-001.jpg,DFSP,640,480,285,244
dfsp-1.jpg,DFSP,640,480,289,278
jcad_1_1_34_g001.jpg,DFSP,787,590,408,352
SAJC-2-232-g006.jpg,DFSP,517,245,249,151
Ekran görüntüsü 2026-08-07 231647.jpg,DFSP,372,233,182,115
Ekran görüntüsü 2026-08-07 231717.jpg,DFSP,367,241,192,138
Ekran görüntüsü 2026-08-07 231729.jpg,DFSP,366,242,172,118
Ekran görüntüsü 2026-08-07 233308.jpg,DFSP,337,248,145,104
Ekran görüntüsü 2026-08-08 102449.jpg,DFSP,473,317,236,161
Ekran görüntüsü 2026-08-08 102500.jpg,DFSP,473,317,235,155
10aff3f551ffe66caa6af4564a3a81b787aa844c.png,DFSP,1008,756,609,386
1680248971237.jfif,DFSP,711,720,375,309
1853-0605-82-1-165-g002.jpg,DFSP,576,1280,304,558
2419ccaec8b0f0a4ccf42afb951d11395dbec702.jpg,DFSP,350,284,168,119
3cbad824fdb2d890bd6eeee36e42d3a5a2e09259.png,DFSP,777,509,280,264
616a066c94c46be062cec541d0f4181aaeb5ca9b.jpg,DFSP,900,1261,466,726
953a73dedfdc008ef30ab6dfd92a713e852aabdc.png,DFSP,740,555,368,229
a.jpg,DFSP,265,239,129,115
bg.jpeg,DFSP,1088,685,478,314
ch908.fig2_.jpg,DFSP,2048,1536,1376,638
d.jpg,DFSP,262,234,122,111
Dermatofibrosarcoma-Protuberans-DFSP.jpg,DFSP,380,253,190,115
faf.jpg,DFSP,899,875,385,441
fe.jpg,DFSP,261,236,135,102
fonc-13-1100398-g001.jpg,DFSP,779,548,386,288
gr1 (1).jpeg,DFSP,1587,1395,950,660
gr1.jpeg,DFSP,1052,729,442,220
images (1).jfif,DFSP,441,453,195,228
images (2).jfif,DFSP,447,447,267,182
images (3).jfif,DFSP,516,387,279,193
images.jfif,DFSP,497,402,225,210
nihms-992287-f0002.jpg,DFSP,261,239,120,106
s.jpg,DFSP,268,238,129,117
v.jpg,DFSP,268,239,139,126
dfsp_new_01.jpg,DFSP,421,327,223,190
dfsp_new_02.jpg,DFSP,595,461,249,216
dfsp_new_03.jpg,DFSP,602,703,313,352
dfsp_new_04.jpg,DFSP,342,211,170,104
dfsp_new_05.jpg,DFSP,982,785,540,311
dfsp_new_06.jpg,DFSP,1212,882,562,444
dfsp_new_07.jpg,DFSP,1287,898,648,460
dfsp_new_08.jpg,DFSP,1357,877,693,403
